Blog Titles,Blog Content
"করোনায় রেমডেসিভির ওষুধ কতটা কার্যকর, যা বললেন বিশেষজ্ঞরা","মহামারী করোনাভাইরাসের প্রতিষেধক ও ওষুধ তৈরির জন্য প্রতিযোগিতায় নেমেছেন বিশ্বের বিভিন্ন দেশের বিজ্ঞানীরা। ,সম্প্রতি করোনা চিকিৎসায় জরুরি ভিত্তিতে যুক্তরাষ্ট্রের গিলিয়ার্ড সায়েন্স কোম্পানির অ্যান্টিভাইরাল ড্রাগ রেমডেসিভির ব্যবহারের অনুমোদন দিয়েছে আমেরিকার ফুড অ্যান্ড ড্রাগ অ্যাডমিনিস্ট্রেশন।,এর পর বাংলাদেশেও আটটি কোম্পানি এ ওষুধ তৈরি করার অনুমোদন পেয়েছে।
 
তবে বিশেষজ্ঞরা বলছেন, রেমডেসিভিরকে এই ভাইরাসের একমাত্র ওষুধ হিসেবে যেভাবে প্রচার করা হচ্ছে, বিষয়টি আসলে তা নয়। ,গবেষণার বরাত দিয়ে বিশেষজ্ঞরা বলেন, কোভিড আক্রান্ত যেসব রোগীর শরীরে এই ওষুধ প্রয়োগ করা হয়েছে, তাদের সুস্থ হতে ১১ দিন লেগেছে।,অন্যদিকে যাদের এই ওষুধ ব্যবহার করা হয়নি, তারা ১৫ দিনে সুস্থ হয়েছে। ,রেমডেসিভির নিয়ে এর আগেও গবেষণা হয়েছিল- সার্স করোনা, মার্স করোনা এবং ইবোলা ভাইরাসের বিপক্ষে। তখন এ ওষুধ কাজ করলেও শেষ পর্যন্ত এফডিএর অনুমোদন পায়নি। ,এর আগে এই ওষুধ নিয়ে প্রথম গবেষণাটি হয়েছিল চীনে। কিন্তু চীন বলেছিল করোনাভাইরাসের ক্ষেত্রে এ ওষুধ কার্যকরী নয়।,ঢাকার জগন্নাথ বিশ্ববিদ্যালয়ের ফার্মেসি বিভাগের শিক্ষক রাজদৌলা রাফি যুক্তরাষ্ট্রের গবেষণার কথা উল্লেখ করে বলেন, করোনা রোগীর মৃত্যু ঠেকাতে এই ওষুধ কার্যকরী নয়। ,তিনি বলেন, চীনের গবেষণা ল্যানসেট জার্নালে প্রকাশিত হয়েছে। সেখানে বলা হয়েছে– এই ওষুধ কার্যকরী না।,বিশেষজ্ঞরা বলছেন, বাংলাদেশে যেসব কোম্পানি রেমডেসিভির ওষুধ তৈরি করছে, তাদের অনেকেই জোরালো প্রচারণা করছেন। তাদের অনেকেই বলছেন– রেমডেসিভির ব্যবহার করলেই করোনা রোগী সুস্থ হয়ে যাবে। ,এ বিষয় ঢাকার বক্ষব্যাধি হাসপাতালের চিকিৎসক কাজী সাইফুদ্দিন বেন্নুর বলেন, একটি ওষুধ কতটা কার্যকরী তা বোঝার জন্য যেসব বৈজ্ঞানিক ধাপ পার করতে হয়, এই ওষুধের ক্ষেত্রে তা হয়নি। ,এ ধাপগুলো হচ্ছে–,১. প্রথমত ওষুধটাকে চিহ্নিত করা,২. ওষুধটা কার্যকর কিনা তা দেখা। এ জন্য প্রাণীর ওপর গবেষণা করা হয়।,৩. বাজারে অন্যান্য ওষুধের সঙ্গে কার্যকারিতা তুলনা করা।,৪. ওষুধটির কোনো খারাপ প্রতিক্রিয়া আছে কিনা সেটি দেখা।,তিনি বলেন, এসব কাজ করতে অন্তত ১৬ মাস সময়ের প্রয়োজন। ,তবে বর্তমানে অবস্থায় এটিই বোঝানো হচ্ছে যে, এই ওষুধ দ্বিতীয় বা তৃতীয় ধাপ পরীক্ষার পরেই আপাতত একটি অন্তর্বর্তীকালীন অনুমোদন দেয়া হয়েছে।,তিনি আরও বলেন, এই ওষুধ ব্যবহারে করোনা থেকে সম্পূর্ণভাবে  মুক্ত মিলবে এমন কোনো বৈজ্ঞানিক ভিত্তি নেই।,তথ্যসূত্র: বিবিসি বাংলা,"
শরীর অবসন্ন ক্লান্তি করোনার নয়া উপসর্গ,"করোনাভাইরাসে আক্রান্তের সংখ্যা যত বাড়ছে, ততই একাধিক নতুন  উপসর্গের দেখা মিলছে। ,আপনার হয়তো জ্বর-সর্দি-কাশি জ্বর নেই, তবে সারাদিন শরীরে  ক্লান্তি ও অবসন্ন ভাব রয়েছে। এমন হলে অনেক সময় মনে হয় ঘুম ভালো হয়নি। আসলেই কী তাই?,এসব রোগীর ক্ষেত্রে পরীক্ষা করে দেখা গেছে, এই উপসর্গগুলো করোনাভাইরাসের।,শরীরে ম্যাজ ম্যাজে ভাব থাকলে জ্বর, গায়ে ও হাত পায়ে ব্যথা নেই। সোয়াব টেস্টের পর দেখা গেল তাদের করোনা পজিটিভ এসেছে। করোনার এসব উপসর্গই নতুন করে ভাবাচ্ছে চিকিৎসকদের।
মার্কিন যুক্তরাষ্ট্রের ‘সেন্টার্স ফর ডিজিজেস কন্ট্রোল অ্যান্ড প্রিভেনশন’  (সিডিসি) করোনা সংক্রমণের নতুন আরও কয়েকটি উপসর্গ তালিকাভুক্ত করেছে। ,এর মধ্যে রয়েছে– পেশির যন্ত্রণা ও মাথাব্যথার উপসর্গ। এ সময় ঘুম থেকে সহজে উঠতে ইচ্ছে করে না। এর মধ্যেও লুকিয়ে থাকতে পারে করোনা আক্রান্ত হওয়ার আশঙ্কা! সিডিসির সঙ্গে যুক্ত মার্কিন বিশেষজ্ঞরা এমনটিই মনে করছেন।,করোনা প্রকোপ থেকে পুরোপুরি মুক্তি পেতে এখনও অনেক দিন অপেক্ষা করতে হবে। ,সম্প্রতি এমনটিই জানিয়েছেন বিশ্ব স্বাস্থ্য সংস্থার প্রধান টেড্রোস আধানম গেবরিয়াসুস।,সামান্য এসব উপসর্গ বা উপসর্গ ছাড়াই করোনা সংক্রমণের আশঙ্কা বাড়ছে। ফলে চিন্তা বাড়াচ্ছে চিকিৎসকদেরও।,তথ্যসূত্র: জিনিউজ,"
করোনা রোধে লিফট ব্যবহারে করণীয়,"করোনাভাইরাসের সংক্রমণ রোধে সামাজিক দূরত্ব বজায় ও হাত ধোয়ার ওপর সবচেয়ে বেশি গুরুত্ব দিয়েছে বিশ্ব স্বাস্থ্য সংস্থা। ,মারাত্মক ছোঁয়াচে এই ভাইরাস থেকে বাঁচতে বাইরে থেকে ঘরে ফেরার পর যেমন হাত ধোয়া ও পরিষ্কার পরিচ্ছন্নতা বজায় রাখতে হবে, তেমনি ঘর এবং এর আশপাশও পরিষ্কার রাখতে হবে।  ,বাইরে থেকে ঘরে ফেরার পর গোসল করতে পারলে সবচেয়ে ভালো। এ ছাড়া লিফট ও সিঁড়িও জীবাণুমুক্ত করতে হবে। ,বিশেষজ্ঞদের মতে, লিফটের বোতাম ও সিঁড়ির রেলিং থেকেও  সংক্রমণের আশঙ্কা রয়েছে।,১. লিফটে ঢোকার মুখে মাস্ক ব্যবহার করুন। লিফটের গায়ে হেলান দিয়ে দাঁড়াবেন না। ,২. লিফটের বোতাম টেপার ক্ষেত্রে আঙুলের পরিবর্তে টুথপিক, ইয়ারবাড বা টিস্যু পেপার ব্যবহার করুন। ব্যবহারের পরে টিস্যু পেপার ঢাকনাযুক্ত ঝুড়িতে ফেলুন। ,৩. ২০ সেকেন্ড সময় নিয়ে দু’হাত সাবান দিয়ে ভালো করে ধুয়ে নিন। ধুতে না পfরলে স্যানিটাইজার ব্যবহার করুন। ,৪. সিঁড়ি ব্যবহারও কিছু নিয়ম মেনে চলা আবশ্যক। বিশেষজ্ঞরা বলছেন, সিঁড়ির রেলিংগুলো স্পর্শ না করাই ভালো। আর রেলিং স্পর্শ করলে সাবান দিয়ে ভালো করে হাত ধুয়ে নিন,"
চুলের পড়া বন্ধ করবে ঘরোয়া প্যাক,"বর্তমান সময়ে চুল পড়ার সমস্যায় ভুগছেন না এমন মানুষ খুব কমই আছে। চুল পড়া কমাতে ও প্রাকৃতিকভাবে কালো ও ঝলমলে করতে ব্যবহার করতে পারেন ঘরোয়া প্যাক। ,কালো রঙের কফি আপনার চুল পড়া কমাবে। তবে এখন প্রশ্ন হলো– কীভাবে তা চুলে ব্যবহার করবেন-,নারিকেল তেল ও কফির মিশ্রণ,নারিকেল তেল কুসুম কুসুম গরম করে কফির সঙ্গে মিশিয়ে চুলের গোড়ায় প্যাকটি ম্যাসাজ করুন। ৩০ মিনিট পর শ্যাম্পু দিয়ে ধুয়ে ফেলুন। সপ্তাহে একদিন ব্যবহার করুন।,এই প্যাক চুলের গোড়ায় রক্ত সঞ্চালন বাড়িয়ে চুল দ্রুত বাড়বে। এ ছাড়া চুল পড়া বন্ধ হবে। 
 ,কফি, মধু ও অলিভ অয়েল
 ,১ চা চামচ কফি পাউডার, ১ চা চামচ মধু ও পরিমাণমতো অলিভ অয়েল একসঙ্গে মিশিয়ে চুলের আগা থেকে গোড়া পর্যন্ত ম্যাসাজ করুন। ৩০ মিনিট পর শ্যাম্পু করে ধুয়ে ফেলুন। নিয়মিত ব্যবহারে চুল হবে নরম ও ঝলমলে।  , ,"
করোনাভাইরাস: কখন আইসোলেশন জরুরি,"করোনাভাইরাসে আক্রান্ত হয়ে সারাবিশ্বে প্রতিদিনই অনেক মানুষকে আইসোলেশনে পাঠানো হচ্ছে। ,এই ভাইরাসের সংক্রমণ ঠেকাতে সামাজিক দূরত্ব বজায় রাখতে ঘরবন্দি ও আইসোলেশনে থাকতে হচ্ছে। ,বিশেষজ্ঞরা বলেন, মহামারী করোনাভাইরাস থেকে বাঁচার একটি পদক্ষেপ হচ্ছে আইসোলেশন, যা এই ভাইরাস থেকে নিরাপদে রাখে।
তবে আমরা অনেকেই জানি না কখন আইসোলেশন জরুরি? ,আসুন জেনে নিই কখন আইসোলেশন জরুরি-
১. কোনো ব্যক্তির শরীরে করোনাভাইরাসের উপসর্গ দেখা দিলে।,২. করোনা পরীক্ষার পর ফল পজিটিভ এলে তাকে প্রাতিষ্ঠানিক আইসোলেশনে পাঠানো হয়।,৩. আইসোলেশনের মেয়াদকাল হবে ১৪ দিন।,৪. আইসোলেশনে থাকার সময় রোগ প্রতিরোধ ক্ষমতা বাড়ে এমন খাবার খেতে হবে।,৫. সবসময় পরিষ্কার-পরিচ্ছন্ন থাকতে হবে। জ্বর আসছে কিনা সেটি খেয়াল রাখতে হবে। ,৬. বাড়িতে থাকলে অবশ্যই নিয়মিত চিকিৎসকের পরামর্শমতো নিতে হবে। ,৭. সময় কাটাতে সঙ্গে পছন্দের কিছু বই রাখুন, মুভি দেখতে পারেন এবং ফোনে সবার সঙ্গে যোগাযোগ করুন।,মনে রাখবেন– করোনা মানেই মৃত্যু নয়। ভয় না পেয়ে সাহস, ধৈর্য ও আত্মবিশ্বাস ধরে রেখে সঠিক চিকিৎসা নিলে কয়েক দিনের মধ্যে সুস্থ হওয়া সম্ভব। ,"
সংক্রমণ রোধে ভেষজ চা,"
মহামারী করোনাভাইরাসের এখনও কোনো টিকা বা প্রতিষেধক আবিষ্কার হয়নি। তাই এ রোগ থেকে বাঁচার সবচেয়ে ভালো ব্যবস্থা হচ্ছে শরীরে রোগ,প্রতিরোধ ক্ষমতা শক্তিশালী করা, যা এ ভাইরাস প্রতিরোধে শরীরে অ্যান্টিবডি তৈরি করতে পারে। কিছু ভেষজ চা রয়েছে, যার মাধ্যমে আপনি শরীরে রোগ প্রতিরোধ ব্যবস্থা শক্তিশালী করতে পারেন। ,গ্রিন টি,গ্রিন টি পান করা স্বাস্থ্যের জন্য খুবই উপকারী। ওজন কমাতে ও ডায়াবেটিস রোগীরা এ চা খেয়ে থাকেন। এটি ক্যাফেইনের একটি দুর্দান্ত উৎস, যা শক্তি সরবরাহ করে। ,গ্রিন টি বিভিন্ন ধরনের ভিটামিন ও খনিজ বৈশিষ্ট্যে সমৃদ্ধ। এতে রয়েছে পটাশিয়াম (কে), আয়রন (ফে), ক্যালসিয়াম (সিএ), প্রোটিন, ভিটামিন সি ও ভিটামিন এ।,এ ছাড়া আরও কিছু সক্রিয় পদার্থ রয়েছে; যেমন- ক্যাটচিনস, পলিস্যাকারাইডস, ফ্যাটি অ্যাসিড, অ্যাসেনশিয়াল অয়েল, ফ্ল্যাভানলস, ক্লোরোফিল এবং আরও অনেক ভেষজ উপাদান, যা রোগ প্রতিরোধ ব্যবস্থা শক্তিশালী করে। ,লেবু চা,স্বাস্থ্য বিশেষজ্ঞরা করোনাভাইরাস ও অন্যান্য সংক্রামক রোগ প্রতিরোধে ভিটামিন-সি গ্রহণের পরামর্শ দিচ্ছেন।,ঠাণ্ডাজনিত অসুস্থতা যেমন-গলাব্যথা, মাথাব্যথা, শরীরে ব্যথা, নাক বন্ধ হয়ে গেলে এই চা খেতে পারেন। এসব সমস্যায় লেবু চা তাৎক্ষণিক স্বস্তি দেবে। এ ছাড়া ব্যথা ও প্রদাহ হ্রাস, রক্তচাপ হ্রাস, রক্তনালির কার্যকারিতা বৃদ্ধি, হজমশক্তি বৃদ্ধি করে লেবু চা।,আদা চা,হাঁপানি, সর্দি-কাশি, বমি বমি ভাব দূর রবে আদা চা। আদা শুধুই কোলি, শিগেলা ইত্যাদির মতো ব্যাকটেরিয়ার বৃদ্ধিই বন্ধ করে না, ভাইরাসের সংক্রমণও রোধ করে। ,এ ছাড়া ফুসফুসের রোগ, উচ্চরক্তচাপ, হার্টের সমস্যাসহ দীর্ঘস্থায়ী রোগের বিরুদ্ধে লড়াই করে। তাই সংক্রমণ রোগ প্রতিরোধ ক্ষমতা বৃদ্ধি করতে আদা চা পান করুন। ,সূত্র : ইউএনবি,"
ইফতারে স্বাস্থ্যকর কলা-চিড়ার লাচ্ছি,"রোজায় সুস্থ থাকতে হলে ইফতারে খেতে হবে স্বাস্থ্যকর খাবার। কলা-চিড়ার লাচ্ছি খুবই স্বাস্থ্যকর খাবার। এই লাচ্ছি শরীরে পানিশূন্যতা দূর করে। 
চিড়া পেট ঠাণ্ডা রাখে; আর কলার জুস স্ট্রোকের ঝুঁকি কমায়।,কলা দেশীয় ফল ও অধিক পুষ্টিগুণ সম্পূর্ণ। এতে রয়েছে দৃঢ় টিস্যু গঠনকারী উপদান। যথা- আমিষ, ভিটামিন ও খনিজ। কলা ক্যালরির একটি ভালো উৎস। 
কলা ও চিড়ার লাচ্ছি- ,উপকরণ,চিড়া এক কাপ, জ্বাল দিয়ে ঠাণ্ডা করা দুধ এক কাপ, পাকা কলা ১টি, টকদই এক কাপ, চিনি-১/২ কাপ, মধু দুই টেবিল চামচ, লবণ এক চিমটি, আইস কিউব ১৫টি।,যেভাবে তৈরি করবেন ,চিড়া, দুধ, টকদই, কলা, চিনি, মধু ও লবণ একত্রে ব্লেন্ড করে নিন। আইসকিউব দিয়ে আবারও ব্লেন্ড করে ঠাণ্ডা ঠাণ্ডা পরিবেশন করুন।
IFrame,"
সর্দি-কাশি কমাবে হলদি দুধ,"আবহাওয়া পরিবর্তনের কারণে বেড়েছে সর্দি-কাশির প্রকোপ। এ জন্য খেতে পারেন হলুদ ও দুধের মিশ্রণ। যাকে বলা হয় হলদি দুধ।,রোজ এই দুধ খেলে ঠাণ্ডা-কাশি থেকে সুরক্ষা পাওয়া যায়। এছাড়া বিভিন্ন রোগ সারাতে এই দুধ খুব ভালো কাজ করে।,দুধের মধ্যে থাকা প্রোটিন, ভিটামিন বি ১২, এ, ডি, কে, ই, ক্যালসিয়াম আপনাকে সুস্থ রাখে।,আসুন জেনে নিই হলদি দুধের পুষ্টিগুণ-,সর্দি-কাশি কমায়,গরম একগ্লাস দুধে সিকি চা-চামচ হলুদ আর একচিমটে মরিচগুঁড়ো মিশিয়ে খেলে সর্দি-কাশি ও সংক্রমণ রোগ প্রতিরোধ করে। বাড়ায় রোগ প্রতিরোধ ক্ষমতা।,গাঁটের ব্যথা কমায়।
 ,দুধে থাকা ক্যালসিয়াম আর হলুদের মধ্যে থাকা সংক্রমণ ও প্রদাহনাশক উপাদান একযোগে গাঁটের ব্যথা কমাতে সাহায্য করে।,মগজের ধার বাড়ায়
 ,অ্যালজাইমার্স কমিয়ে মগজকে রাখে ধারালো।,ত্বকের বয়স ধীর করে,ত্বক চর্চায় হলুদের ব্যবহার অনেক আগে থেকেই হয়ে আসছে। ত্বক উজ্জ্বল দেখাতে চাইলে এই পানীয় খেতে পারেন।
ত্বকের নীচে জমে থাকা ফ্রি-র্যা ডিক্যালস কমিয়ে অসময়ে ত্বকের বুড়িয়ে যাওয়া আটকায়। বলিরেখা মুছে ত্বকে ফিরে আসে তারুণ্য।,তথ্যসূত্র: এনডিটিভি,"
করোনাভাইরাসের কারণে বাড়াছে স্ট্রোক-হার্ট অ্যাটাকের ঝুঁকি!,"করোনাভাইরাসের কারণে রোগীর শিরা-উপশিরায় রক্ত জমাট বেঁধে বাড়াছে স্ট্রোক ও হার্ট অ্যাটাকের ঝুঁকি।,বিশেষজ্ঞরা বলছেন, করোনা আক্রান্ত হওয়ার পর রোগীর ধমনী-শিরায় রক্ত জমাট বাঁধতে শুরু করে। ফলে শরীরে অক্সিজেনের ঘাটতি দেখা দেয়। এক বা একাধিক শিরার গভীরে রক্ত জমাট বাঁধলে ফুসফুস ও হৃদযন্ত্রেও মারাত্মক সমস্যার সৃষ্টি হয়। যা খুব অল্প সময়ের মধ্যেই রোগীকে মৃত্যুর দিকে ঠিলে দেয়।,এ বিষয়ে বিশেষজ্ঞ চিকিৎসক (মেডিসিন) ড. শুদ্ধসত্ত্ব চট্টপাধ্যায় বলেন, এই সমস্যাকে বিজ্ঞানের পরিভাষায় পালমোনারি এম্বোলিজম বলা হয়। একইভাবে পায়ে রক্ত জমাট বাঁধলে ডিপ ভেইন থ্রম্বোসিসের সৃষ্টি হয়।,তিনি বলেন, সবচেয়ে চিন্তার বিষয় হলো রোগীর মধ্যে কোনোরকম উপসর্গ দেখা নাও দিতে পারে!,তিনি জানান, করোনাভাইরাস হলো আরএনএ  ভাইরাস যা মানুষের শরীরে ‘ভাইরাল লোড’ বাড়িয়ে দ্রুত সংক্রমিত ও প্রতিরোধ ক্ষমতাকে অতিসক্রিয় করে দেয়। এ সময় আক্রান্তের শরীরের শিরা-ধমনীর বিভিন্ন অংশে রক্ত জমাট বাঁধতে শুরু করে। ফলে ফুসফুস, হৃদযন্ত্র এমনকি মস্তিষ্কেও রক্তের শিরা-উপশিরায় রক্ত জমাট বাঁধতে শুরু করে।,করোনা আক্রান্ত বয়স্ক রোগীর ক্ষেত্রে বেশির ভাগ সময়েই দেখা যাচ্ছে তাদের হার্ট অ্যাটাক, স্ট্রোক বা মারাত্মক শ্বাসকষ্টজনিত কারণে মৃত্যু হচ্ছে। এ ধরনের রোগীকে ভেন্টিলেশনে রেখেও বাঁচানো যাচ্ছে না।,যেভাবে বুঝবেন শিরা-উপশিরায় রক্ত জমাট বাঁধতে শুরু করেছে-,ড. চট্টপাধ্যায় বলেন, এই সমস্যা বোঝার জন্য রোগীর রক্তের ডি-ডাইমার পরীক্ষা করানো হয়। এই পরীক্ষা থেকেই বোঝো যাবে সমস্যা রয়েছে কিনা।,কীভাবে রোগীকে বাঁচানো যেতে পারে?
ড. চট্টপাধ্যায় বলেন, এই সমস্যা দেখা দিলে রোগীকে তখন অ্যান্টি-কোয়াগুলেশনের ওষুধ দেয়া হয়। এই ওষুধের প্রয়োগে আক্রান্তের শিরা-উপশিরায় রক্ত জমাট বাঁধতে পারে না।,তিনি বলেন, তবে এই অ্যান্টি-কোয়াগুলেশনের ওষুধ সেই সব রোগীকেই দেয়া যেতে পারে যাদের শারীরিক অবস্থা স্থিতিশীল। রোগী ভেন্টিলেশনে চলে গেলে এসব ওষুধের তেমন কোনো কাজে দেয় না।,তথ্যসূত্র: জিনিউজ,"
সংক্রমণ রোধে ইফতারে স্ট্রবেরি শরবত,"টক, মিষ্টি রসালো ফল স্ট্রবেরি খেতে খুবই সুস্বাদু৷ ইফতারে খেতে পারেন স্ট্রবেরি শরবত।,স্ট্রবেরি হল এক ধরনের ফ্র্যাগারিয়া জাতীয় উদ্ভিদ। সুগন্ধি এ ফলে প্রচুর অ্যান্টিঅক্সিডেন্ট ও ভিটামিন সি থাকে। স্ট্রবেরিতে আরও আছে ম্যাংগানিজ ও পটাশিয়াম, যা শরীরের রোগ প্রতিরোধ ক্ষমতা বাড়ায়।,সোডিয়াম প্রায় নেই বলে উচ্চ রক্তচাপ ও হৃদরোগীদের জন্য এটি ভালো। রক্তচাপ রোধে সহায়তা করে এই ফল। বিভিন্ন রকম সংক্রমণ থেকে শরীরকে রক্ষা করে।,স্ট্রবেরিতে আছে প্রচুর ফাইবার, যা ডায়াবেটিস ও কোষ্ঠকাঠিন্য দূর করতে সহায়তা করে। ওজন কমাতে সাহায্য করে, চুল পড়া রোধ করে, স্মৃতিশক্তি বাড়ায় ও ক্যানসারের ঝুঁকি কমায়।,আসুন জেনে নেই কীভাবে তৈরি করবেন স্ট্রবেরি শরবত-,উপকরণ,স্ট্রবেরি কেটে নিন ১ কাপ, কমলার রস ১/২ কাপ, লেবুর রস ১/৪ কাপ, বরফ কয়েক টুকরা।,প্রণালী,সব উপকরণ একসঙ্গে মিশিয়ে খুব ভালোভাবে ব্লেন্ড করতে হবে। এবার স্ট্রবেরি শরবতের সঙ্গে বরফকুচি দিয়ে পরিবেশন করুন।,"
যুক্তরাষ্ট্রে ফুলব্রাইট প্রোগ্রামে আবেদনের সুযোগ,"ঢাকাস্থ মার্কিন যুক্তরাষ্ট্র দূতাবাস ২০২১-২২ সালের ফুলব্রাইট বিদেশি শিক্ষার্থী প্রোগ্রামের জন্য আবেদন গ্রহণ শুরু হয়েছে।,২০২১ সালের সেপ্টেম্বর থেকে শুরু হওয়া একটি মাস্টার্স প্রোগ্রামের জন্য অনুদান দেওয়া হবে।,বাংলাদেশের বিশ্ববিদ্যালয়গুলোর জুনিয়র শিক্ষক এবং গবেষণা প্রতিষ্ঠান, থিঙ্ক ট্যাঙ্ক, এনজিও এবং সরকারি ও বেসরকারি খাতের জুনিয়র থেকে মধ্যস্তরের কর্মীরা আবেদন করতে পারবেন।,২০২১-২০২২ শিক্ষাবর্ষের কর্মসূচির আবেদনের শেষ তারিখ চলতি বছরের ২০ জুন।,আবেদনকারীর যা অবশ্যই লাগবে-
১. অনন্য একাডেমিক রেকর্ডসহ কমপক্ষে চার বছরের স্নাতক ডিগ্রি।
২. ইতোমধ্যে যুক্তরাষ্ট্রের কোনো বিশ্ববিদ্যালয়ের ডিগ্রি না থাকা বা যুক্তরাষ্ট্রে কোনো চলমান ডিগ্রি প্রোগ্রামে ভর্তি না থাকা।
৩. কোনো বিদেশি দেশ থেকে স্নাতকোত্তর ডিগ্রি ইতিমধ্যে না থাকা। তবে যারা বাংলাদেশি মাস্টার্স ডিগ্রিধারী তারা যোগ্য হবেন।
৪. প্রস্তাবিত অধ্যয়নের বিষয়ে কমপক্ষে দুই বছরের পূর্ণকালীন পেশাগত অভিজ্ঞতা থাকা।
৫. ন্যূনতম আইবিটি টোফেল স্কোর ৮০/আইইএলটিএস ৭.০ সহ ইংরেজিতে সাবলীল হওয়া।
৬. সুস্বাস্থ্যের অধিকারী হওয়া।
৭. আবেদনের সময় বাংলাদেশে বসবাসরত একজন বাংলাদেশি নাগরিক হওয়া।,৮. ডিগ্রি শেষ করার আগে দেশে ফিরলে ফিরতি টিকিটের মূল্য ফেরত দিতে রাজি থাকা।,সম্ভাব্য আবেদনকারীদের অবশ্যই অনলাইনে আবেদনপত্র জমা দিতে হবে যা পাওয়া যাবে এই ঠিকানায়: https://apply.iie.org/ffsp2021/,অনলাইন আবেদনপত্র পূরণের জন্য বিস্তারিত নির্দেশাবলী পাওয়া যাবে এই লিংকে: https://bd.usembassy.gov/education-culture/student-exchange-programs/,"
জেনে নিন বিভিন্ন জাতের আম চেনার উপায়,"চলতি মাসে বাজারে পাওয়া যাবে পাকা আম। সুস্বাদু ও মিষ্টি রসালো ফল আম সবারই পছন্দ। তবে বাজার থেকে আম কেনার পর অনেকে ক্রেতা বুঝতে পারেন না তিনি কোন আম কিনছেন।,কিনেছেন গোপালভোগ কিন্তু বাসায় এসে জানা গেলো এটি লক্ষণভোগ। আবার দেখা যায় ফজলীর জেনে কিনে এনেছেন আশ্বিনা।,অনেকেই আম কিনতে গিয়ে এসব সমস্যার সম্মুখীন হন।তাই পছন্দের আম কিনতে চাইলে আম চেনা জরুরি।,আসুন জেনে নিই কোন আম দেখতে কেমন?,গোপালভোগ,গোপালভোগের গায়ে হলুদ ছোপ ছোপ দাগ আছে। এটির নিচের দিকে একটু সরু হয়ে থাকে। এই আম পাকার পর হলুদ হয়ে যায়। মে মাসের দ্বিতীয় সপ্তাহ থেকে পাওয়া যায় এই আম।।,রাণী পছন্দ,রাণী পছন্দ দেখতে অনেকটা গোপালভোগের মতই। এর গায়েও হলুদ দাগ আছে কিন্তু আকারে ছোট। ফলে গোপালভোগের সঙ্গে রানী পছন্দ মেশালে আলাদা করা কষ্টকর।,খিরসাপাত আম,এই আম বাজারে পাওয়া যায় মে মাসের শেষে বা জুনের প্রথম সপ্তাহে। খুবই মিষ্টি খিরসাপাত আম অনেকে হিমসাগর বলে বিক্রি করেন। এই আম আকারে একটু বড় হয়। আমে হালকা দাগ আছে।,আশ্বিনা ও ফজলী,আশ্বিনা আর ফজলী আম দেখতে একই রকম। তবে আশ্বিনা আম একটু বেশি সবুজ ও ফজলী আম একটু হলুদ হয়। আশ্বিনার একটু পেট মোটা হয় ও ফজলী দেখতে লম্বা ধরনের হয়।,বারি আম-২ বা লক্ষণভোগ,বারি আম-২ বা লক্ষণভোগ চেনার সহজ উপায় হলো নাক আছে মাঝামাঝি স্থানে। মিষ্টি কম ও পাকলে হলুদ রং আসে। সাধারণত জুন মাসের শুরুর দিকে এই আম বাজারে পা্ওয়া যায়।,রুপালী আম বা আম্রপালি,রুপালী আম বা আম্রপালি নিচের দিকে একটু সুঁচালো, উপরে একটু গোল। এই আমরা মিষ্টি বেশি ও স্বাদে ভিন্নরকম।,ল্যাংড়া,ল্যাংড়া আম দেখতে কিছুটা গোলাকার ও মসৃণ। এটির নাকটি দেখা যায় নিচের দিকে। এর চামড়া খুবই পাতলা।,পরিপক্ক আম যেভাবে চিনবেন,পাকা আম সাধারণ হলুদাভ হয় এবং পানিতে রাখলে ডুবে যায়।,সূত্র : বিবিসি বাংলা,"
