Blog Titles,Blog Content
ফরিদপুর জেলা প্রশাসকের কার্যালয়ে নিয়োগ,"ফরিদপুর জেলা প্রশাসকের কার্যালয়ের অধীন ইউনিয়ন পরিষদে শূন্যপদে লোকবল নিয়োগ দেয়া হবে। ফরিদপুর জেলার স্থায়ী বাসিন্দারা পদগুলোতে আবেদন করতে পারবেন।,পদের নাম: হিসাব সহকারী-কাম-কম্পিউটার অপারেটর,পদসংখ্যা: ৮১টি,যোগ্যতা: কমপক্ষে দ্বিতীয় বিভাগ বা সমমানের জিপিএসহ বাণিজ্য বিভাগে উচ্চ মাধ্যমিক সার্টিফিকেট বা সমমানের পরীক্ষায় উত্তীর্ণ। ,কম্পিউটার প্রশিক্ষণপ্রাপ্ত এবং কম্পিউটার টাইপিংয়ে প্রতি মিনিটে বাংলা ও ইংরেজিতে সর্বনিম্ন ২০ শব্দের গতি থাকতে হবে।,বেতনস্কেল: ৯,৩০০-২২,৪৯০ টাকা,আবেদনের শেষ তারিখ: ১৫ অক্টোবর ২০২০।
 ,"
যুগান্তর রান্নাঘর পর্ব-১৮: পুর ভরা আলুর দম (ভিডিও),"অসাধারণ স্বাদের একটি খাবার পুর ভরা আলুর দম। প্রায় প্রতিটি ঘরেই আলুর তৈরি খাবার রান্না করা হয়। আজকে শিখে নিন আলু দিয়ে তৈরি পুর ভরা আলুর দমের অন্যরকম একটি স্বাদের রান্না। খুব স্বল্প সময়ে পুর ভরা আলুর দম নিয়ে আসে দারুণ একটি টুইস্ট। তবে দেখে নিন পুর ভরা আলুর দম কিভাবে বানানো যায়। রেসেপিটি তৈরি করেছেন রন্ধনশিল্পী আঞ্জুমান্দ সেতু।,
যা লাগবে,আলু ৪টি (বড়), মাংসের কিমা এক কাপ, পেঁয়াজ ও মরিচ কুচি এক কাপ, লবণ ও চিনি স্বাদ মতো, ব্রেডক্রাম পরিমাণ মতো, ডিম ২টি, তেল পরিমাণ মতো, টমেটো সস আধা কাপ, গরম মসলা গুঁড়া এক চা চামচ, পেঁয়াজ, আদা ও রসুন বাটা ৩ টেবিল চামচ, ধনিয়া ও জিরা গুঁড়া ২ চা চামচ, হলুদ ও মরিচ গুঁড়া ২ চা চামচ।,যেভাবে করবেন,আলু মাঝখানে কেটে ভেতর থেকে কুরিয়ে নিয়ে হলুদ, মরিচগুঁড়া ও লবণ দিয়ে সিদ্ধ করে নিতে হবে। কিছু আলু, ঘি, লবণ, পেঁয়াজ ও মরিচ কুচি দিয়ে ভর্তা করে নিতে হবে। কিমা সব মসলা দিয়ে ভেজে নিতে হবে। এবার কিমা আলুর ভেতরে দিয়ে উপরে ভর্তা আলু দিয়ে ঢেকে ডিমে চুবিয়ে ব্রেডক্রাম লাগিয়ে তেলে ভেজে নিতে হবে। এবার প্যানে তেল গরম করে সব মসলা কষিয়ে আলুগুলো দিয়ে পানি দিয়ে ঢেকে দমে রেখে রান্না করতে হবে।,<iframe src=""https://www.facebook.com/plugins/video.php?href=https%3A%2F%2Fwww.facebook.com%2FDainikJugantor%2Fvideos%2F313391313068247%2F&show_text=0&width=560"" width=""560"" height=""315"" style=""border:none;overflow:hidden"" scrolling=""no"" frameborder=""0"" allowTransparency=""true"" allowFullScreen=""true""></iframe>,"
জেনে নিন দুই ধরনের ডেঙ্গুজ্বরের লক্ষণ,"জ্বর হলেই ডেঙ্গু হয়েছে এমন ভয়ের কারণ নেই। আর ডেঙ্গুজ্বর সাধারণত দুই ধরনের হয়ে থাকে। ,লক্ষণ ও জ্বরের তীব্রতার ওপর নির্ভর করে ডেঙ্গুজ্বরকে দুই ভাগে ভাগ করা হয়।,১. সাধারণ ডেঙ্গুজ্বর,২. রক্তপাতসহ ডেঙ্গুজ্বর।,সাধারণ ডেঙ্গুজ্বরের লক্ষণ-,১. হঠাৎ করে তীব্র জ্বর এবং ২ থেকে ৭ দিন স্থায়ী হওয়া।,২. তীব্র মাথাব্যথা ও চোখের পেছনের অংশে ব্যথা।,৩. জ্বরের পাশাপাশি সারা শরীরে লালচে ফুসকুড়ি চোখে পড়া।,৪. সম্পূর্ণ শরীরে তীব্র ব্যথা সঙ্গে কোমরে ব্যথা। বমি বমি ভাব কিংবা বমি হওয়া।,৫. ত্বকে র্যারশ কিংবা লাল দানা দানা দেখা দেয়া।,রক্তপাতসহ ডেঙ্গুজ্বর,২ থেকে ৪৮ ঘণ্টার মধ্যে তীব্র জ্বর সঙ্গে নাক, মুখ কিংবা বমির সঙ্গে রক্ত যাওয়া। জ্বরের পাশাপাশি বুকে কিংবা পেটে পানি জমে যাওয়া।,এসব লক্ষণ দেখা দিলে দ্রুত অবশ্যই চিকিৎসকের পরামর্শ নিতে হবে। পর্যাপ্ত পরিমাণে পানি ও তরল পান এবং বিশ্রাম নিতে হবে। 
লেখক: 
কার্ডিওলজি ও মেডিসিন বিশেষজ্ঞ. হলি ফ্যামিলি হাসপাতাল। ,২ থেকে ৪৮ ঘণ্টার মধ্যে তীব্র জ্বর সঙ্গে নাক, মুখ কিংবা বমির সঙ্গে রক্ত যাওয়া। জ্বরের পাশাপাশি বুকে কিংবা পেটে পানি জমে যাওয়া।,এসব লক্ষণ দেখা দিলে দ্রুত অবশ্যই চিকিৎসকের পরামর্শ নিতে হবে। পর্যাপ্ত পরিমাণে পানি ও তরল পান এবং বিশ্রাম নিতে হবে। , ,লেখক: 
কার্ডিওলজি ও মেডিসিন বিশেষজ্ঞ
হলি ফ্যামিলি হাসপাতাল। , ,"
ঘরোয়া কাজে লবণের ব্যবহার,"খাবারের স্বাদ বাড়ানোর জন্য সাধারণত লবণ ব্যবহার করা হয়। তবে আপনি জানেন কী এই লবণ দিয়ে ঘরোয়া অনেক কাজ আপনি করতে পারবেন। , ,আসুন জেনে নিই রান্না ছাড়াও আরও কী কাজে লবণ ব্যবহার করা যায়-, ,১. চা  ও কফি খেলে নিয়মিত কাপ পরিষ্কার করার পরও দাগ থেকে যায়। কাপে লবণ পানি ঢেলে কিছুক্ষণ রেখে তার পর ধুয়ে ফেলুন। দেখবেন দাগ অনেকটাই কমে এসেছে।,২. দীর্ঘদিন ফল তাজা রাখতে লবণ ব্যবহার করতে পারেন। ফলের ওপর যদি কিছুটা লবণ ছড়িয়ে দেয়া হয়, তা হলে ফলগুলো দ্রুত নষ্ট হবে না। ,৩. পোশাকে যদি কোনো দাগ লেগে যায়, তা হলে আপনি লবণ দিয়ে সহজেই সেই দাগ দূর করতে পারেন। লবণপানিতে পোশাক এক ঘণ্টা ভিজিয়ে রাখুন। তার পর ধুয়ে নিন।,৪. রান্না করার পর হাত থেকে যদি পেঁয়াজ এবং রসুনের গন্ধ না যায়, তবে লবণ ব্যবহার করতে পারেন। ভিনেগার ও লবণ মিশ্রিত করে তা  হাতে ঘষুন। এতে হাতের গন্ধ দূর হবে।, ,তথ্যসূত্র: বোল্ডস্কাই, ,"
শিশুকে দিনে কতটুকু পানি পান করাবেন,"জন্মগ্রহণের পর সুস্থ একটি শিশুর শরীরের ৭৫ শতাংশ তরল থাকে। শিশুরা বড় হওয়ার সঙ্গে সঙ্গে তাদের শরীরে পানির চাহিদা বাড়ে। ,গরম এ সময়ে শিশুদের পানি পানের চাহিদা বাড়ে। পরিমিত পানি পান শিশুর রুক্ষত্বক ও খিটখিটে মেজাজের সমস্যা দূর করে। ,তবে এখন প্রশ্ন হলো– বয়স অনুযায়ী শিশুর দিনে কতটুকু পানি পান করানো উচিত-,জেনে নিন বয়স অনুযায়ী দিনে শিশুকে কতটুকু পানি পান করাবেন-,পানি পান করতে হবে চাজিদামাফিক। তবে ৪-৮ বছরের শিশুদের দিনে ১ দশমিক ১ লিটার থেকে ১ দশমিক ৩ লিটার পানি পান করাতে হবে। 
আর ৯-১৭ বছর বয়সীরা দিনে ১ দশমিক ৩ থেকে ১ দশমিক ৫ লিটার পর্যন্ত পানি পান করা প্রয়োজন।,
একসঙ্গে অনেক পানি পান করতে হবে বিষয়টি এমন নয়। তবে চাহিমামাফিক পানি পান করাতে হবে। সারাদিন অল্প অল্প করে বারবার পানি খাওয়ানো উচিত। কোথাও যাওয়ার আগে, খাবার খাওয়া শুরু করার আগে শিশুকে পানি পান করাতে হবে। বাইরে গেলে সঙ্গে পানির বোতল রাখুন।, ,লেখক:
শিশু বিশেষজ্ঞ ও সহযোগী অধ্যাপক
বঙ্গবন্ধু শেখ মুজিব মেডিকেল বিশ্ববিদ্যালয়।  
 ,"
"মাস্ক ব্যবহারে ব্রণের সমস্যা, কী করবেন","করোনাভাইরাসের সংক্রমণ রোধে এখন সবাই মাস্ক ব্যবহার করছে। তবে বাইরে বের হলে ভ্যাপসা গরম, ঘাম, ধুলাবালি ও সারাক্ষণ মুখে মাস্ক পরার কারণে ত্বক তৈলাক্ত হয়ে বাড়ছে ব্রণের সমস্যা।,তবে এই ব্রণ দূর করার রয়েছে ঘরোয়া কিছু উপায়। আসুন জেনে নিই কী করবেন-,১. আধা চা চামচ হলুদ গুঁড়া এবং এক চা চামচ দইয়ের সঙ্গে এক চা চামচ মধু মিশিয়ে মুখ এবং ঘাড়ে মেখে আঙুলের মাথা ম্যাসাজ করুন। এর পর ১০ মিনিট রেখে পানি দিয়ে ধুয়ে নিন।  ,২. এক টুকরো বরফ কাপড়ে নিয়ে মুখে ঘষুন। এতে মুখের ছিদ্রগুলো বন্ধ হবে, লালভাব বা জ্বালা কমাবে।  ,৩. হলুদ ও মধুতে অ্যান্টিব্যাকটেরিয়াল গুণ রয়েছে। সপ্তাহে মাত্র দুবার এই প্যাক ব্যবহারে ব্রণ তো দূর হবে ও ত্বকের উজ্জ্বলতা বাড়বে। , ,লেখক:
বিউটিশিয়ান শামসুর নাহার সাথী
স্বরং হারবাল বিউটি পার্লার
বয়াতিকান্দি, কেরানীগঞ্জ।,"
সকালের নাস্তায় ডিমের মেরাং,"মুখরোচক খাবার খেতে চাইলে ঘরেই তৈরি করতে পারেন ডিমের মেরাং। এই খাবার শরীরে প্রোটিনের চাহিদা পূরণ করবে। ,আসুন জেনে নিই কীভাবে তৈরি করবেন ডিমের মেরাং,যা লাগবে ,ডিমের সাদা অংশ ২টি, ভিনেগার ২ চা চামচ, চিনি ১/২ কাপ, স্ট্রবেরি ১০০ গ্রাম, লেবুর রস ১ চা চামচ।,যেভাবে করবেন ,ডিমের সাদা বিটারে বিট করতে হবে স্টিফ না হওয়া পর্যন্ত। অল্প স্টিফ হলে ভিনেগার দিতে হবে এবং পুরো স্টিফ হলে চিনি আন্দাজমতো দিতে হবে। এবার স্কয়ার মোল্ডে দিয়ে ১৬০ ডিগ্রিতে ২৫-৩০ মিনিট বেক করতে হবে। আলাদা প্যানে মাঝারি আঁচে স্ট্রবেরি চিনি এবং লেবুর রস দিয়ে ২০ মিনিট জ্বাল করে চুলা থেকে নামিয়ে ব্লেন্ড করে ছেঁকে নিয়ে এর ওপর সস ঢেলে পরিবেশন করতে হবে।
 ,"
জাতীয় প্রতিষেধক ও সামাজিক চিকিৎসা প্রতিষ্ঠানে নিয়োগ,"স্বাস্থ্য অধিদফতরের নিয়ন্ত্রণাধীন জাতীয় প্রতিষেধক ও সামাজিক চিকিৎসা প্রতিষ্ঠানে (নিপসম) চার পদে লোকবল নিয়োগ দেয়া হবে।,পদের নাম: সাঁট-মুদ্রাক্ষরিক-কাম-কম্পিউটার অপারেটর
পদ সংখ্যা: ৩টি
যোগ্যতা: এইচএসসি বা সমমানের পরীক্ষায় উত্তীর্ণ। শর্টহ্যান্ড লিখনে প্রতি মিনিটে বাংলা ও ইংরেজিতে যথাক্রমে ৫০ ও ৮০ শব্দের গতি এবং কম্পিউটার টাইপিংয়ে প্রতি মিনিটে বাংলা ও ইংরেজিতে যথাক্রমে ২৫ ও ৩০ শব্দের গতি থাকতে হবে।
বেতন স্কেল: ১০,২০০-২৪,৬৮০ টাকা
পদের নাম: কম্পিউটার অপারেটর
পদ সংখ্যা: ১টি
যোগ্যতা: বিজ্ঞান বিভাগে স্নাতক (সম্মান) বা সমমানের ডিগ্রি। কম্পিউটার টাইপিংয়ে প্রতি মিনিটে বাংলা ও ইংরেজিতে যথাক্রমে ২৫ ও ৩০ শব্দের গতি থাকতে হবে।
বেতন স্কেল: ১০,২০০-২৪,৬৮০ টাকা,পদের নাম: গাড়িচালক
পদ সংখ্যা: ২টি
যোগ্যতা: জেএসসি বা সমমানের পরীক্ষায় উত্তীর্ণ এবং হালকা বা ভারী ড্রাইভিং লাইসেন্স থাকতে হবে।
বেতন স্কেল: ৯,৭০০-২৩,৪৯০ টাকা বা ৯,৩০০-২২,৪৯০ টাকা,পদের নাম: অফিস সহকারী-কাম-কম্পিউটার মুদ্রাক্ষরিক
পদ সংখ্যা: ৩টি
যোগ্যতা: উচ্চ মাধ্যমিক সার্টিফিকেট বা সমমানের পরীক্ষায় উত্তীর্ণ। কম্পিউটারে ওয়ার্ড প্রসেসিং, ডাটা এন্ট্রি ও টাইপিংয়ে বাংলা ও ইংরেজিতে প্রতি মিনিট কমপক্ষে ২০ শব্দের গতি থাকতে হবে।
বেতন স্কেল: ৯,৩০০-২২,৪৯০ টাকা,আবেদনের নিয়ম: অনলাইনে http://nipsom.teletalk.com.bd ওয়েবসাইটের মাধ্যমে আবেদন করতে হবে। ,আবেদন করা যাবে ৯ সেপ্টেম্বর সকাল ১০টা থেকে ৩০ সেপ্টেম্বর বিকাল ৫টা পর্যন্ত।,
 ,"
হিসাব মহানিয়ন্ত্রক কার্যালয়ের নিয়োগ পরীক্ষার সময়সূচি,"হিসাব মহানিয়ন্ত্রক কার্যালয়ের জনবল নিয়োগের লিখিত পরীক্ষার সময়সূচি প্রকাশিত হয়েছে।,আগামী ১৮ সেপ্টেম্বর বিকাল ৩টায় সাঁটলিপিকার-কাম-কম্পিউটার অপারেটর, ক্যাশিয়ার, কেয়ারটেকার, সাঁটমুদ্রাক্ষরিক-কাম-কম্পিউটার অপারেটর পদে এবং আগামী ২৫ সেপ্টেম্বর বিকাল ৩টায় টেলিফোন অপারেটর, ফটোকপি অপারেটর, সর্টার, ড্রাইভার, দফতরি, নিরাপত্তাপ্রহরী পদের লিখিত পরীক্ষা অনুষ্ঠিত হবে।,প্রার্থীরা http://cga.teletalk.com.bd ওয়েবসাইট থেকে লিখিত পরীক্ষার প্রবেশপত্র ডাউনলোড করতে পারবেন।
 ,"
বরিশাল বিশ্ববিদ্যালয়ে শিক্ষকতার সুযোগ,"বরিশাল বিশ্ববিদ্যালয়ের বিভিন্ন বিভাগে শিক্ষক নিয়োগের বিজ্ঞপ্তি প্রকাশিত হয়েছে।,পদের নাম: সহকারী অধ্যাপক,বিভাগ ও পদ সংখ্যা: ,ক. দর্শন বিভাগ ১টি
খ. কম্পিউটার সায়েন্স এন্ড ইঞ্জিনিয়ারিং বিভাগ ২টি
গ. ভূতত্ত্ব ও খনিবিদ্যা বিভাগ ১টি
ঘ. পরিসংখ্যান বিভাগ ১টি
ঙ. একাউন্টিং এন্ড ইনফরমেশন সিস্টেম বিভাগ ১টি
চ. মৃত্তিকা ও পরিবেশ বিজ্ঞান বিভাগ ১টি
ছ. কোস্টাল স্টাডিজ এন্ড ডিজাস্টার ম্যানেজমেন্ট বিভাগ ১টি
জ. প্রাণরসায়ন ও জীবপ্রযুক্তি বিভাগ ১টি
ঝ. আইন বিভাগ ১টি,বেতন স্কেল: জাতীয় বেতন স্কেল ২০১৫-এ গ্রেড-৬
পদের নাম: প্রভাষক,বিভাগ ও পদ সংখ্যা: ক. পদার্থবিজ্ঞান বিভাগ ১টি,খ. ভূ-তত্ত্ব ও খনিবিদ্যা বিভাগ ১টি
গ. পরিসংখ্যান বিভাগ ১টি
ঘ) উদ্ভিদবিজ্ঞান বিভাগ ২টি
ঙ. আইন বিভাগ ২টি
বেতন স্কেল: জাতীয় বেতন স্কেল ২০১৫-এ গ্রেড-৯,আবেদনের শেষ তারিখ: ২৩ সেপ্টেম্বর ২০২০।,,"
রোগ প্রতিরোধ বাড়াতে পেয়ারা,"রোগ প্রতিরোধ ক্ষমতা বৃদ্ধিতে ফলমূলের জুড়ি নেই। তাই ফল হতে পারে আপনার শরীরের রোগ প্রতিরোধ ক্ষমতা বৃদ্ধির অন্যতম সহজ উপায়। হাতের নাগালে আর সুলভ মূল্যে হওয়ায় খুব সহজেই খাবারের তালিকায় রাখা যায় এসব ফল। আর এসব ফলের মধ্যে পুষ্টিগুণ সম্পন্ন পেয়ারা অন্যতম।,একটি পেয়ারায় রয়েছে প্রচুর পরিমাণে ভিটামিন সি আর ভিটামিন এ। এছাড়া অন্য ফল যেমন একটি কমলা থেকে প্রায় ৪ গুণ বেশি ভিটামিন সি আর একটি  লেবু থেকে  ১০ গুণ বেশি ভিটামিন এ পাওয়া যায় একটি পেয়ারা থেকে। অন্যদিকে এসব ভিটামিনের পাশাপাশি ফাইবার, ক্যালসিয়াম, আয়রন, ফসফরাস, পটাশিয়াম এবং ভিটামিন বি-২ প্রচুর পরিমাণে রয়েছে পেয়ারাতে।,অন্যদিকে করোনাভাইরাসের এ সময়ে যখন শরীরের কার্যক্ষমতা বৃদ্ধি সবচেয়ে বেশি প্রয়োজন তখন পেয়ারা হতে পারে ইমিউনিটি বুস্টের ভালো একটি মাধ্যম। এছাড়া ক্যান্সারের ঝুঁকি কমাতেও পেয়ারা বেশ কার্যকর। এতে থাকা লাইকোপিন, ভিটামিন সি, কোয়ারসেটিন, মতো অনেক এ্যান্টিঅক্সিজেন উপাদান শরীরে থাকা ক্যান্সারের কোষ বৃদ্ধি রোধ করে পাশাপাশি প্রোস্ট্রেট ক্যান্সার এবং স্তন ক্যান্সার প্রতিরোধে সহায়তা করে। মুখরোচক এ ফলটি খেতেই কেবল সুস্বাদু নয় কাজের দিক থেকেও পেয়ারা ডায়াবেটিসসহ রক্তচাপ নিয়ন্ত্রণে বেশ কার্যকর। বিভিন্ন ঠাণ্ডাজনিত সমস্যা যেমন ব্রংকাইটিস সারিয়ে তুলতেও পেয়ারা বেশ উপকারী। এক্ষেত্রে কাঁচা পেয়ারা ঠাণ্ডা, কাশি সারিয়ে তুলতে বেশি সহায়ক।,অন্যদিকে পেয়ারা ছাড়াও এর পাতাতেও রয়েছে ঔষধি গুণাবলি।  পেয়ারা পাতার রস মেয়েদের ঋতুস্বাবের সময়ে পেটে ব্যথার সমস্যা দূর করতে বেশ সহায়ক। এতে থাকা ভিটামিন এ দৃষ্টিশক্তি বাড়াতে এবং রাতকানা রোগ প্রতিরোধ করতে বেশ কার্যকর। অন্যদিকে পেয়ারা শুধু কাঁচা খাওয়া ছাড়াও পেয়ারার আচার, পেয়ারার জেলি কিংবা পেয়ারার শরবত রুচি বাড়াতে পাশাপাশি ভিটামিনের অভাব দূর করতে সহায়তা করে। অন্যদিকে যারা এ সময়ে ঘরে অবস্থান করছেন তারা খাবার তালিকায় পেয়ারা রাখতে পারেন। এতে করে ওজন যেমন দ্রুত কমবে তেমনি ত্বকের উজ্জ্বলতা বৃদ্ধিতেও কাজ করবে। তাই ডায়েট করার বিষয়ে চিন্তা করে থাকলে পেয়ারার এ মৌসুমে খাবার তালিকায় রাখতে পারেন অনায়াসে।,প্রতিদিনের নানা কাজের ব্যস্ততায় আর বর্তমান মহামারীর এ সময়ে খাবারের তালিকায় পরিবর্তন আবশ্যক। তেলজাতীয় খাবার এ সময় এড়িয়ে চলা যেমন প্রয়োজন তেমনি খাবারের তালিকাতে পুষ্টিকর খাবার রাখাও জরুরি। তাই মৌসুমি ফল হিসেবে পেয়ারা রাখতে পারেন খাবারের তালিকায় আর এতে করে শরীরের কার্যক্ষমতা খুব সহজেই বৃদ্ধি করতে পারেন রোগ প্রতিরোধ করতে যাতে করোনা সময়েও আপনি থাকতে পারেন সুস্থ আর প্রাণবন্ত।
 ,"
শরতে মেঘের ভেলা,"কাচের মতো স্বচ্ছ নীল আকাশে গুচ্ছ গুচ্ছ সাদা মেঘের ভেলার ছোটাছুটি, নদীর ধারে কিংবা গ্রামের কোনো প্রান্তে মৃদু সমীরণে দোল খাওয়া শুভ্র কাশফুলের স্নিগ্ধতা, দোলনচাঁপা, বেলি, শিউলি, শাপলা ফুলের অবারিত সৌন্দর্য নিয়ে আসে শরৎ। গ্রীষ্মের কাঠফাটা রোদ আর বর্ষার অঝোর ধারায় শ্রাবণ ঢলের পর শরতের এ মেঘ, এই বৃষ্টি আবার এই রোদের রৌদ্রছায়া খেলায় মুগ্ধ হয়ে আমাদের মন রবিঠাকুরের সুরে সুর মিলিয়ে গেয়ে উঠতে চায়-,‘নীল আকাশে কে ভাসালে সাদা মেঘের ভেলা রে ভাই-
লুকোচুরি খেলা।’,শরতের স্নিগ্ধ জ্যোৎস্নার রাত্রি ভালোলাগায় হƒদয়কে ছুঁয়ে দেয় না এমন মানুষ খুঁজে পাওয়া ভার। হোক না করোনাকাল। শরতের স্নিগ্ধ রূপ যে কাউকে মুগ্ধ করবে। শরৎকালেই সকাল বেলা কুয়াশা পড়া শুরু হয়। সেসঙ্গে কুয়াশার ওপরে যখন সকালের সোনালি রবির আলো এসে পড়ে তখন শিশির বিন্দু মুক্তার দানার মতো উজ্জ্বল হয়ে ওঠে। সে এক আনন্দময় সুখকর স্মৃতি, এক চমৎকার দৃশ্য। দখিনের সমীরণ খুলে শরতের নির্মল স্নিগ্ধ কোমল চাঁদের আলো সবার কণ্ঠকেই সুরময় করে তোলে। শরতের মাঠে মাঠে বর্ষার সবুজ ধানের ওপর সোনালি আলোর ঝলমলানির মুগ্ধতায় নয়ন জুড়িয়ে যায়। শরতের শান্ত বিলের পানিতে যেন আকাশের মেঘ বালিকা নেমে এসেছে। বিলের পানিতে আকাশের মেঘের ভেলা ভেসে বেড়ানোর প্রতিচ্ছবি দেখলে যে কারও মনই আনন্দে নেচে ওঠে। সেসঙ্গে যদি বাতাসে ভেসে আসে শাপলা শালুক ফুল ও অন্য জলজ উদ্ভিদের মৌ মৌ সুবাসিত গন্ধ তখন মন ভালো না হয়ে পারে কী! শরৎ প্রকৃতিতে মুগ্ধ হয়ে মহাকবি কালিদাস শরৎ বর্ণনায় লিখেছেন,,‘প্রিয়তম আমার, ঐ চেয়ে দেখ/
নববধূর ন্যায় সুসজ্জিত শরৎকাল সমাগত’।,‘ঘন নীল আকাশ, গুচ্ছ গুচ্ছ সাদা মেঘ, কাশবন, শিউলির হালকা মৃদুমন্দ সৌরভে শরতের রূপে মুগ্ধ হয় না এমন বাঙালি খুঁজে পাওয়া মুশকিল। শরতের প্রকৃতির রোদ ছায়ার খেলা প্রভাব ফেলে আমাদের মনেও। আমাদেরও তখন ইচ্ছা করে শরৎ সাজে সেজে উঠতে। আর তাই তো শরতে প্রকৃতির এ মন মাতানো সাজ কখনও উঠে আসে আমাদের শাড়ির আঁচলে এক টুকরা নীল আকাশ হয়ে, তো কখনও শরতের কাশবন যেন দোলা দিয়ে যায় কামিজের প্রান্ত ছুঁয়ে।,শরৎ বলতেই আমরা বুঝি নীল-সাদা আর সবুজের ঐক্যতান। তাই এ সময় প্রকৃতির সঙ্গে একাকার হতে মানাবে এ রঙের পোশাকগুলো। আপনার হালকা নীল, সাদা, আকাশি, ধূসর কিংবা সবুজের যে কোনো শেডের পোশাকই শরতের বার্তা বহন করবে। আবার শরৎ বলতেই অনেকে বোঝেন হালকা সবুজ, টিয়া, হলুদ, কমলা রংগুলো। এসব রঙের পোশাকও বেছে নিতে পারেন শরৎ সাজে।,পোশাকের ক্ষেত্রে সিল্ক কিংবা জর্জেট পরার এটাই সবচেয়ে উপযুক্ত সময়। আরামদায়ক হবে লিনেন, ধুপিয়ান, ভয়েল, মসলিন, তাঁতের কাপড়ও। জর্জেট, জয়সিল্ক, সিল্ক কাপড়ের লং কামিজ, গাউন ধাঁচের পোশাক এখনকার উৎসবের জন্য ফ্যাশনেবল এবং আরামদায়ক। স্কার্ট, টপস, কুর্তি বেছে নিতে পারেন ক্যাজুয়াল পোশাক হিসেবে। দৈনন্দিন অফিসে শাড়ি পরতে চাইলে এখন অনায়াসে পরতে পারেন তসর, অ্যান্ডি, তাঁত কিংবা কটন শাড়ি। রাতের দাওয়াতে সিল্ক, কৃত্রিম মসলিন বা কাতান শাড়ি এ আবহাওয়ায় দারুণ লাগবে।,সময় এবং আবহাওয়া পরিবর্তনের সঙ্গে সঙ্গে সাজও বদলে যায়। শরতের এ সময়ে দিনের বেলা গরমে যেমন গাঢ় সাজ মানানসই নয়, তেমনি অন্যদের চোখেও তা দৃষ্টিকটু। তাইতো এ সময়ের সাজে স্নিগ্ধ ভাব থাকা চাই। এ আবহাওয়ায় হালকা মেকআপই ভালো। দিনের বেলায় ফাউন্ডেশন না লাগিয়ে হালকা কোনো ফেস পাউডার লাগিয়ে নিতে পারেন। এতে ত্বক অনেক বেশি মসৃণ ও øিগ্ধ দেখাবে। আর যদি ফাউন্ডেশন ব্যবহার করতেই চান তবে ম্যাট ফাউন্ডেশন ভালো হবে। পোশাকের সঙ্গে মিলিয়ে লাইট-ব্রাউন কালারের আইশ্যাডো লাগিয়ে নিলে অনেক বেশি ন্যাচারাল দেখাবে। দিনের সাজে চোখের নিচের পাতায় আইলাইনার অথবা মাশকারা না লাগানোই ভালো। বরং পোশাকের রং মিলিয়ে বেছে নিতে পারেন রঙিন কাজল। নীল, সবুজ, গোলাপি কাজলের রেখা টেনে নিতে পারেন চোখের কোণে। প্রকৃতির সঙ্গে মিশে একাকার হবে আপনার এ সাজ। দিনের বেলা ব্লাশন না দিয়ে রাতে দিন। পোশাকের সঙ্গে মিলিয়ে কপালে আলতো করে ছুঁয়ে দিন ছোট্ট একটি টিপ। শরৎ সাজে রাতের বেলায় একটু গাঢ় আই মেকআপ করতে পারেন, ভালো লাগবে। সে ক্ষেত্রে চোখটা সাজাতে পারেন মেরুন, কফি, নীল কিংবা সবুজের বিভিন্ন শেডে। এতে চোখের পাতায় সেজে উঠবে শরৎ। তবে প্রকৃতিতে যেহেতু রোদ-বৃষ্টির খেলা তাই এ সময় প্রসাধন হতে হবে পানিরোধক।,শরতে খোলা চুলের সৌন্দর্যই যেন ভিন্ন কিছু। তবে ভালো লাগবে খোঁপা, বেণিতেও। চুল যেভাবেই ইচ্ছা সাজান কিন্তু তাতে গুঁজে দিন শরতের জংলা থেকে যত্নে বেড়ে ওঠা যে কোনো ফুল। চুলের সাজে এ ঋতুতে দোলনচাঁপায় যেমন স্নিগ্ধ দেখাবে তেমনি আস্ত একটা কাশফুল খোঁপায় পেঁচিয়ে নিলেও অসাধারণ লাগবে। শরতের সাজ পোশাকের সঙ্গে বিশেষ করে নীল রঙের পোশাকের সঙ্গে মুক্তার গহনা অনেক বেশি মাধুর্য এনে দেয়। ভালো লাগবে মেটাল, কাচ, মাটি, পুঁতি, বিডসের গহনাতেও।
 ,"
