Blog Titles,Blog Content
রোগ প্রতিরোধ ক্ষমতা বাড়াবে ফলের জুস ,"করোনাভাইরাসের এই সময়ে শরীরে রোগ প্রতিরোধ ক্ষমতা বাড়াতে প্রয়োজন ভিটামিন সি ও ডি। এই দুই ভিটামিন পাবেন আম ও কমলায়। এ দুই ফলের জুস রোগ প্রতিরোধ ক্ষমতা বাড়ায়।  ,আম-কমলার জুস যেভাবে তৈরি করবেন,উপকরণ,দুটি পাকা ও মিষ্টি আম এবং একটি কমলালেবু, আধাকাপ ফ্রেশ আনারস, এক চা চামচ আদা কুঁচি, দুটি ডাবের পানি, এক চিমটি লবণ ও স্বাদমতো চিনি (ঐচ্ছিক)।,প্রণালি,সকল উপাদান একসঙ্গে ব্লেন্ড করে ছাঁকনিতে ছেঁকে নিতে হবে। এর পর বরফ কুঁচি দিয়ে গ্লাসে পরিবেশন করুন।
 ,"
পেয়ারার পুষ্টিগুণ ও স্বাস্থ্য উপকারিতা ,"পুষ্টিগুণসমৃদ্ধ পেয়ারার রয়েছে অনেক স্বাস্থ্য উপকারিতা। প্রতিদিন খাদ্যতালিকায় রাখতে পারেন অ্যান্টিঅক্সিডেন্ট, ভিটামিন ‘সি’ ও লাইকোপেনসমৃদ্ধ পেয়ারা। ,পেয়ারা ডায়াবেটিস রোগীর জন্য খুবই উপকারী এবং রোগ প্রতিরোধ ক্ষমতা বাড়ায়। এ ছাড়া চোখের জন্য ভালো, পেটের জন্য উপকারী আর ক্যান্সার প্রতিরোধী।,পেয়ার স্বাস্থ্য উপকারিতা ,১. পেয়ারায় যে আঁশ আছে, তা শরীরে চিনি শোষণ কমাতে পারে। তাই নিয়মিত পেয়ারা খেলে টাইপ-২ ডায়াবেটিসের ঝুঁকি কমবে।
 
২. পেয়ারায় রয়েছে ভিটামিন ‘সি’, যা শরীরের ক্ষতিকর ব্যাক্টেরিয়া ও ভাইরাসের বিরুদ্ধে লড়াই করে শরীরের রোগ প্রতিরোধ করে।,৩. পেয়ারায় থাকা ভিটামিন ‘এ’ চোখের দৃষ্টিশক্তি বাড়ায় ও রাতকানা রোগ থেকে বাঁচায়।,
৪. ডায়রিয়ার বিরুদ্ধে লড়তে পারে এই ফল। পেয়ারা খেলে ডায়রিয়া হওয়ার আশঙ্কা কমে। এ ছাড়া এই ফলের রয়েছে ব্যাক্টেরিয়ার বিরুদ্ধে লড়াই করার ক্ষমতা।,৫. ক্যান্সার প্রতিরোধেও পেয়ারা খুব ভালো কাজ করে। অ্যান্টিঅক্সিডেন্ট, লাইকোপেন, ক্যান্সার কোষের বিরুদ্ধে প্রতিরোধ গড়তে পারে এই ফল। প্রোস্টেট ক্যান্সার ও স্তন ক্যান্সারের জন্য পেয়ারা খুবই উপকারী।,৬. পেয়ারা রক্তসঞ্চালন ঠিক রাখে এবং কোলেস্টরেল নিয়ন্ত্রণ করে। ফলে হৃদরোগে আক্রান্ত ব্যক্তিরা পেয়ারা খেতে পারেন৷
৭. পেয়ারা ওজন কমাতে সাহায্য করে। এ ছাড়া এই ফলের রস সর্দি-কাশি, কোষ্ঠকাঠিন্য ও আমাশয়সহ পেটের অসুখ সারাতে  খুব ভালো কাজ করে। ,
তথ্যসূত্র: আনন্দবাজার পত্রিকা
 ,"
এ সময় পানিবাহিত রোগ প্রতিরোধে করণীয়,"বর্ষা মৌসুমে খাবার ও পানিবাহিত রোগে আক্রান্ত হয়ে থাকেন অনেকে। এ সময় জন্ডিস, টাইফয়েড, মশাবাহী রোগ ডেঙ্গু ও ম্যালেরিয়া রোগের প্রাদুর্ভাব বাড়ে। এ ছাড়া খাদ্যবাহী রোগেও অনেক ভোগান্তি রয়েছে।  ,স্বাস্থ্যবিষয়ক একটি ওয়েবসাইটে প্রকাশিত প্রতিবেদনে ভারতের ফোর্টিস হাসপাতালের জরুরি বিভাগের প্রধান ডা. উপাসনা শার্মা বলেন, বর্ষাকালে খাদ্যবাহী রোগের আশঙ্কা বেড়ে যায় প্রায় ১০ গুণ।  এই রোগে সবচেয়ে বেশি আক্রান্ত হয়ে থাকেন বৃদ্ধ, গর্ভবতী ও স্তনদানকারী মা, শিশু এবং রোগ প্রতিরোধ ক্ষমতা দুর্বল ব্যক্তিরা। ,বিশেষজ্ঞদের মতে, খাদ্যবাহী রোগের সাধারণ উপসর্গ হলো পেটব্যথা, বমিভাব ও বমি, ডায়রিয়া, শারীরিক দুর্বলতা ও মৃদু জ্বর।,তবে এখন প্রশ্ন হলো– এসব রোগে আক্রান্ত হলে কী করবেন? আসুন এ বিষয়ে ডা. শার্মার কিছু পরামর্শ জেনে নিই-,১. এ সময় বিশুদ্ধ পানির ও তাজা ফলের রস পান করতে হবে।,২. চিকিৎসকের পরামর্শ অনুযায়ী ওষুধ সেবন করতে হবে।,৩. প্রস্রাবের দিকে নজর দিতে হবে। ,৪. কলা, ভাত, সিদ্ধ করা সবজি, স্যুপ খেতে পারেন। ,৫. প্রচণ্ড মসলাদার, ঝাল ও ভাজাপোড়া খাবার খাবেন না।,৬. মাংস ও ডিম ভালোভাবে রান্না করুন। কাঁচা বা আধা সিদ্ধ খাবার খাবেন না। ,৭. সব খাবার রান্নার আগে ভালোভাবে ধুয়ে নিন। ফল খাওয়ার আগে ভালোভাবে ধুয়ে নিতে হবে। প্রয়োজনে খোসা ছাড়িয়ে নেয়া ভালো।,৮. ব্যবহারের পর সব বাসনপত্র ভালোভাবে ধুয়ে রাখতে হবে।  এ ছাড়া ফ্রিজে রাখা খাবার গরম করে খেতে হবে।,"
"৭ লক্ষণে বুঝবেন 'বিউবোনিক প্লেগ', যা করবেন","মহামারী করোনাভাইরাস নিয়ে গোটা বিশ্ব যখন দিশেহারা, তখন চীনে এক মারণ ভাইরাসের আগমন হয়েছে, যার নাম 'বিউবোনিক প্লেগ'। ,চীনের ইনার মঙ্গোলিয়া অঞ্চলের একটি শহরের হাসপাতালে গত শনিবার সন্দেহজনক বিউবোনিক প্লেগ রোগ ধরা পড়েছে। এ ঘটনায় শহরটিতে একদিন পর গত রোববার জারি করা হয়েছে সতর্কতা।,এই নতুন মারণ রোগ ধরার পর থেকেই দিশেহারা অবস্থা চীন প্রশাসনের।,রোগটি সম্পর্কে বিশ্ব স্বাস্থ্য সংস্থার দাবি, সঠিক সময়ে বিউবোনিক প্লেগে আক্রান্ত ব্যক্তিকে চিকিৎসা  না দিলে ২৪ ঘণ্টার মধ্যে মৃত্যু পর্যন্তও হতে পারে। ,আসুন জেনে নিই প্লেগ সম্পর্কে-,প্লেগ সাধারণত তিন প্রকার-, ১. বিউবোনিক প্লেগ। 
২. সেপ্টিসেমিক প্লেগ। 
৩. নিউমোনিক প্লেগ। ,প্লেগের সর্বাধিক সাধারণ রূপ হলো্ বিউবোনিক প্লেগ। এই বিউবোনিক প্লেগ লিম্ফ্যাটিক সিস্টেমকে প্রভাবিত করে, যা ইমিউন সিস্টেমের একটি অংশ। অ্যান্টিবায়োটিক দিয়ে যদি চিকিৎসা না করা হয়, তবে শরীরের অন্যান্য অংশে এটি খুব দ্রুত ছড়িয়ে পড়তে পারে। ,কীভাবে ছড়ায়? ,বিউবোনিক প্লেগ এক ব্যক্তির শরীর থেকে অন্য ব্যক্তির শরীরে ছড়িয়ে পড়েছে এমন ঘটনা খুবই কম। কেমন এই রোগে আক্রান্ত প্রাণী কাউকে কামড় দিলে বা সেই প্রাণীর মাংস খেলে এই রোগ ছড়াতে পারে। , ,যেসব লক্ষণে বুঝবেন বিউবোনিক প্লেগ ,
১. হঠাৎ করে জ্বর ও শীত ভাব।, ২. অসহ্য মাথাব্যথা।, ৩. পেশির যন্ত্রণা।,৪. অবসাদ।,৫. হঠাৎ করে হার্টের রোগ দেখা দেয়া।  ,৬. লসিকা গ্রন্থির যন্ত্রণাদায়ক ফোলা ভাব। এই ফোলা ভাব ডিমের আকৃতি ধারণ করে। ,৭. ফোলা ভাবগুলো বগলে, ঘাড়ে ও কুঁচকির জায়গায় দেখা দেয়। ,কী করবেন,এসব সমস্যা দেখা দিলে অবশ্যই চিকিৎসকের পরামর্শ নিতে হবে। ,তথ্যসূত্র: বোল্ডস্কাই,"
রোগ প্রতিরোধ ক্ষমতা বাড়াবে যে ফলের রস ,"করোনাভাইরাস প্রতিরোধে সবচেয়ে বেশি প্রয়োজন শরীরে রোগ প্রতিরোধ ক্ষমতা বাড়ানো। আর শরীরে রোগ প্রতিরোধ ক্ষমতা বাড়াতে খেতে পারেন আমলকীর রস। ,বিশেষজ্ঞদের মতে, যার রোগ প্রতিরোধ ক্ষমতা যত বেশি, সে তত ভালো রোগের বিরুদ্ধে লড়াই করতে পারে এবং সংক্রমণের ঝুঁকিও কমবে। ,লো ক্যালরি ও ফ্যাটের কারণে এই ফলের রস প্রতিদিনের ডায়েটে রাখতে পারেন। এই ফল খুব সহজে হাতের কাছে পাওয়া যায়। এই ফলের রয়েছে হাজারও পুষ্টিগুণ। ,গবেষকদের মতে, এই ফলে থাকে বিশেষ কিছু অ্যান্টিঅক্সিডেন্ট, যা ক্যান্সার প্রতিরোধ করে, রোগ প্রতিরোধ ক্ষমতা বাড়ায় এবং ওজন কমায়। ,উপকারিতা ,১. প্রতিদিন সকালে কাঁচা আমলকী চিবিয়ে বা রস খেলে উপকার পাবেন। 
২. আমলকীর রস রক্ত পরিষ্কার করতে সাহায্য করে। ,৩. ডায়াবেটিস ও উচ্চ রক্তচাপের রোগের ক্ষেত্রেও এই ফলের রস অত্যন্ত কার্যকর। ,৪. আমলকীর রস পান করলে প্রতিদিন ৪৬ শতাংশ ভিটামিন সির  চাহিদা মেটাবে ও রোগ প্রতিরোধ ক্ষমতা বাড়াবে।
 
৫. এই ফলের রস পান করলে ত্বক ও চুল ভালো থাকে। ,৬. সকালে খালি পেটে এই ফলের রস খেলে হজমশক্তি বাড়বে।, ,তথ্যসূত্র: বোল্ডস্কাই
 ,"
সুস্থ থাকতে কখন ও কতক্ষণ ঘুমাবেন?," ,ঘুমের সঙ্গে সুস্থ-অসুস্থতার সম্পর্ক সর্বজনবিদিত। যারা বেশি রাত করে ঘুমান আর ওঠেন দেরি করে, তাদের রোগ বেশি হয়– এই তথ্য চিকিৎসকরা বহুদিন ধরে দিয়ে আসছেন। এখন প্রশ্ন হচ্ছে– সুস্থ থাকার জন্য ঘুমানোর আদর্শ সময় কোনটি, আর কতক্ষণই বা ঘুমাতে হবে।,বিবিসির প্রতিবেদনে বলা হয়েছে– বিশ্বজুড়ে ১৫৩টি গবেষণা পর্যালোচনা করে দেখা গেছে, কম ঘুমের কারণে ডায়াবেটিস, উচ্চ রক্তচাপ, হৃদরোগ এবং মোটা হয়ে যাওয়ার সম্পর্ক আছে। ৫০ লাখ মানুষের ওপর এসব গবেষণা চালানো হয়।,গবেষণায় দেখা গেছে, একটানা কয়েক রাত ঘুম কম হলে ডায়াবেটিসের ঝুঁকি বাড়িয়ে দেয়। দীর্ঘ অনিদ্রা রক্তে গ্লুকোজের মাত্রা নিয়ন্ত্রণে দেহঘড়ির কার্যকারিতা কমিয়ে দেয়।,একটি গবেষণায় এও দেখা গেছে যে, ঘুম কম হলে ক্ষুধার তীব্রতা বাড়ে এবং এতে বেশি খাবারের চাহিদা তৈরি হয়। ফলে মোটা হওয়ার সম্ভাবনা থাকে। ফলে মস্তিষ্কের কার্যক্ষমতা কমে যায় এবং এর ফলে দীর্ঘমেয়াদি স্মৃতিভ্রম তৈরি হতে পারে।,কম ঘুমানো মানুষ বলতে তাদের বোঝানো হয়েছে, যারা রাতে ৬ ঘণ্টার কম সময় ঘুমায়। অন্যদিকে বেশি ঘুমানো মানুষ বলতে তাদের বোঝানো হয়েছে, যারা ৯ কিংবা ১০ ঘণ্টার বেশি ঘুমায়।,বয়ঃসন্ধিকালের আগ পর্যন্ত প্রতি রাতে ১১ ঘণ্টা ঘুমানোর জন্য পরামর্শ দেয়া হয়েছে গবেষণায়। নবজাতকের জন্য প্রতিদিন ১৮ ঘণ্টা ঘুম প্রয়োজন বলে উল্লেখ করা হয়েছে যুক্তরাজ্যের ওই গবেষণায়। যাদের বয়স ১৩ থেকে ১৯ বছর তাদের প্রতিরাতে ১০ ঘণ্টা ঘুমানো উচিত।,ডাবলিনের ট্রিনিটি কলেজের মস্তিষ্কবিষয়ক গবেষক শেন ওমারা গবেষণার প্রতিবেদন নিয়ে বলেন, শুধু কম ঘুমের কারণেই স্বাস্থ্য খারাপ হয় কিনা সেটি বলা খুব কঠিন। তবে একটির সঙ্গে আরেকটির সম্পর্ক আছে।,উদাহরণস্বরূপ বলা যায়, যারা কম ব্যায়াম করেন, তারা শারীরিকভাবে কম ফিট থাকেন। যার ফলে বেশি ঘুম পায় এবং নিজেকে ক্লান্ত মনে হয়। আবার ক্লান্ত থাকার কারণে ব্যায়াম করা কমে যায়।,অনেকে আছেন, যারা সাংঘাতিকভাবে ঘুমবঞ্চিত। রাতে এক-দুই ঘণ্টার বেশি তাদের ঘুম হয় না। বিজ্ঞানীরা বলছেন, এর কারণে স্বাস্থ্য খারাপ হয়ে যায়।,যুক্তরাজ্যের ৪ লাখ ৩৩ হাজার মানুষের ওপর জরিপ চালিয়ে দেখা গেছে, সকালে তাড়াতাড়ি ওঠা ব্যক্তিদের চেয়ে রাতজাগা মানুষের অকাল মৃত্যুর আশঙ্কা ১০ শতাংশ বেশি। গবেষণায় দেখা যায়, দেরি করে ঘুম থেকে ওঠার কারণে বিভিন্ন মানসিক ও শারীরিক জটিলতার শিকার হতে হয়।,গবেষণাপত্রটি আন্তর্জাতিক ক্রোনবায়োলজি জার্নালে প্রকাশ করা হয়েছে। সেখানে দেখা যায়, যে ব্যক্তি নিয়মিত ভোরে ঘুম থেকে ওঠেন, তার গড় আয়ু রাতজাগা ব্যক্তিদের থেকে সাড়ে ৬ বছর বেশি।,রাত জাগার বদভ্যাস যারা গড়ে তুলেছেন, তাদের ৯০ শতাংশ বিভিন্ন মানসিক ব্যাধির শিকার হন। ৩০ শতাংশের থাকে ডায়াবেটিসে আক্রান্ত হওয়ার ঝুঁকি। এ ছাড়া স্নায়ুবিক সমস্যা থেকে শুরু করে অন্ত্রের রোগে আক্রান্ত হওয়ার ঝুঁকি অনেকাংশে বেড়ে যায়।,তথ্যসূত্র: বিবিসি বাংলা,"
২০ মিনিটের যোগাসনে মিলবে ৫ ঘণ্টা ঘুমের সতেজতা!,"মহামারী করোনাভাইরাসের সংক্রমণ রোধে টিকা আবিষ্কারের জন্য এখন ঘুম হারাম বিজ্ঞানী, গবেষক ও চিকিৎসকদের। ,প্রাণঘাতী এ ভাইরাসে সারাবিশ্বে প্রায় সাড়ে ৫ লাখ মানুষের মৃত্যু হয়েছে। ,জরুরি প্রয়োজন ছাড়া এখনও মানুষ ঘরে থেকে খুব একটা বের হচ্ছে না। এ পরিস্থিতিতে শরীর ও মনের সুস্থতার জন্য যোগচর্চা খুবই প্রয়োজন। এই যোগচর্চার ফলে ভালো ঘুম হয় এবং শরীর ও মন ভালো থাকে। ,করোনা সংক্রমণে ভয়ে দীর্ঘদিন লকডাউন, মূল্যবৃদ্ধি, চরম অর্থ সংকট, পেশাগত অনিশ্চয়তা, ব্যক্তিগত সম্পর্কের দূরত্বসহ হাজারও সমস্যা দেখা দিয়েছে। ,ফলে মানসিক চাপ ও অবসাদ ক্রমশ বাড়ছে। যার প্রভাব পড়ছে ঘুমের ওপর। ,এ সময় অবসাদ বা মানসিক চাপ কমিয়ে শান্তির ঘুম এনে দেবে মাত্র ২০ মিনিটের যোগচর্চা।,‘যোগ নিদ্রা’,এই যোগাসনের সাহায্যেই পাবেন মানসিক প্রশান্তি ও টানা ৫ ঘণ্টা শান্তির ঘুমের সমান সতেজতা! ,আসুন ভিডিওয়ে দেখে নেয়া যাক ‘যোগ নিদ্রা’র কৌশল..., ,তথ্যসূত্র: জিনিউজ
 ,,"
চট্টগ্রাম সিটি কর্পোরেশনে নিয়োগ,"ইউকে এইড/ইউএনডিপির সহায়তায় স্থানীয় সরকার বিভাগের বাস্তবায়নাধীন প্রান্তিক জনগোষ্ঠীর জীবনমান উন্নয়ন প্রকল্পের আওতায় অস্থায়ী ভিত্তিতে লোকবল নিয়োগ দেয়া হবে।,পদের নাম: কমিউনিটি ফেসিলিটেটর
পদসংখ্যা: ৭টি
যোগ্যতা: মাধ্যমিক স্কুল সার্টিফিকেট (এসএসসি) পাস। উচ্চতর ডিগ্রিধারীদের অগ্রাধিকার দেয়া হবে। জনগোষ্ঠী সংগঠিতকরণ, সঞ্চয় ও ঋণ কার্যক্রম, দক্ষতা উন্নয়ন, ভৌত অবকাঠামো উন্নয়ন ইত্যাদি কাজে কমপক্ষে দুই বছরের অভিজ্ঞতা থাকতে হবে।
বেতন: ৮,২০০ টাকা
পদের নাম: সোসিও-ইকোনমিক ও নিউট্রিশন ফ্যাসিলিটেটর
পদসংখ্যা: ৯টি
যোগ্যতা: মাধ্যমিক স্কুল সার্টিফিকেট (এসএসসি) পাস। উচ্চতর ডিগ্রিধারীদের অগ্রাধিকার দেয়া হবে। নগর দরিদ্র জনগোষ্ঠীর উন্নয়ন/জনস্বাস্থ্য/নারী ও শিশু নির্যাতনসংশ্লিষ্ট প্রকল্পে কমপক্ষে ২ বছরের কাজ করার অভিজ্ঞতা থাকতে হবে।
বেতন: ৮,২০০ টাকা, ,আবেদনের শেষ তারিখ: ১৪ জুলাই ২০২০।
 ,"
কবি নজরুল বিশ্ববিদ্যালয়ে নিয়োগ,"জাতীয় কবি কাজী নজরুল ইসলাম বিশ্ববিদ্যালয়ে কর্মকর্তা নিয়োগ দেয়া হবে।,পদের নাম: সেকশন অফিসার
পদসংখ্যা: রেজিস্ট্রার অফিস ১টি, অর্থ ও হিসাব অফিস ১টি, পরীক্ষা নিয়ন্ত্রক অফিস ২টি
যোগ্যতা: স্বীকৃত বিশ্ববিদ্যালয় থেকে যে কোনো বিষয়ে কমপক্ষে ২য় শ্রেণি বা সমমানের সিজিপিএসহ স্নাতক সম্মানসহ স্নাতকোত্তর ডিগ্রিধারী। প্রার্থীকে কম্পিউটারে পারদর্শী হতে হবে।
বেতন স্কেল: ২২,০০০-৫৩,০৬০ টাকা
আবেদনের ঠিকানা: রেজিস্ট্রার, জাতীয় কবি কাজী নজরুল ইসলাম বিশ্ববিদ্যালয়, ত্রিশাল, ময়মনসিংহ,আবেদনের শেষ তারিখ: ১৩ আগস্ট ২০২০।
 ,"
গলাব্যথা ও খুসখুসে কাশি সারাবে ঘরোয়া পানীয়,"ঠাণ্ডা, অ্যালার্জি ও দূষণের কারণে গলাব্যথা ও খুসখুসে কাশির সমস্যা হতে পারে। ,করোনার এই সময়ে ঠাণ্ডা, নাক বন্ধ, গলা খুসখুস, মাথাব্যথার সমস্যায় ভুগছেন অনেকে। গলা খুসখুস আসলে ভাইরাল বা ব্যাক্টেরিয়া সংক্রমণে দেহের প্রতিরক্ষা প্রতিক্রিয়া। ,ঠাণ্ডা, গলাব্যথা ও খুসখুসের সমস্যায় পান করতে পারেন আদা, মধু এবং কালো মরিচের পানীয়। , 
যেভাবে তৈরি করবেন-,উপকরণ,১ চা চামচ আদা কুচি, আধ চা চামচ কালো মরিচ ও ১ চা চামচ মধু।,প্রণালি,একটি পাত্রে এক কাপ পানি নিয়ে ভালো করে ফোটান। পানিতে আদা ও কালো মরিচ দিন এবং চুলার তাপ কমিয়ে দিন। এখন এই মিশ্রণে মধু দিন এবং প্রায় ২ মিনিটের জন্য ঢাকা দিয়ে রেখে দিন। কাপে ঢেলে হালকা উষ্ণ অবস্থায় পান করুন। , ,তথ্যসূত্র: এনডিটিভি
 ,"
আখরোটের স্বাস্থ্য উপকারিতা,"আখরোটের রয়েছে অনেক স্বাস্থ্য উপকারিতা। ফাইবার, ভিটামিন-বি, ম্যাগনেশিয়াম ও অ্যান্টিঅক্সিডেন্টসমৃদ্ধ আখরোট শ্বাসকষ্ট, আর্থারাইটিস, ত্বক সমস্যা, এক্সিমা এবং সোরিয়াসিসের মতো রোগ প্রতিরোধ করে। ,আখরোটের স্বাস্থ্য উপকারিতা-,১. আখরোট প্রোটিনের খুব ভালো উৎস, যা পাচন ক্ষমতা বাড়ায়, রক্তে কোলেস্টেরলের মাত্রা কমায় এবং পেটের সমস্যা দূর করে। ,২. কৃমির সমস্যায় আখরোটের সঙ্গে গরম দুধ পান করুন। পেটের কৃমি দূর হবে।,৩. আখরোটের টুকরো হালকা করে ভেজে নিয়ে চিবিয়ে খেলে কাশির সমস্যা দূর হয়।,৪. প্রতিদিন আখরোট খেলে স্মরণশক্তি বৃদ্ধি পায়।,৫. শরীরের বিভিন্ন স্থানে ব্যথা দূর করতে আখরোটের তেল ব্যবহার করলে আরাম পাবেন। ,৬. শরীরে ভিটামিন-এ এবং প্রোটিনের অভাব দূর করতে আখরোট খেতে পারেন। কারণ আখরোট ভিটামিন-এ এবং প্রোটিনের খুবই ভালো উৎস।,৭. আখরোট শ্বাসকষ্ট, আর্থারাইটিস, ত্বকের সমস্যা, এক্সিমা এবং সোরিয়াসিসের মতো রোগ প্রতিরোধ করে।, ,তথ্যসূত্র: এনডিটিভি
 ,"
পাইলসের রোগীরা যেসব খাবার খাবেন না,"কর্মব্যস্ততা ও অনিয়মিত খাদ্যাভ্যাসের কারণে বিভিন্ন রোগে আক্রান্ত হচ্ছেন মানুষ। চিকিৎসকদের মতে, মানুষ অন্যান্য রোগের চেয়ে বেশি ভুগছেন পাইলসে। আর খাদ্যাভ্যাস ও অনিয়মিত জীবনযাপন এর মূল কারণ। ,মলত্যাগের প্রক্রিয়া মসৃণ না হলে দেখা দিতে পারে এই সমস্যা।  ফলে মলত্যাগের সময় রক্তক্ষরণ ও অসহ্য ব্যথাও হতে পারে। ,পাইলস সাধারণত দুই প্রকার। এক্সটার্নাল পাইলস, যাকে ব্লাইন্ড পাইলসও বলে। আর ইন্টারনাল পাইলস, যাকে ব্লিডিং পাইলসও বলে। এই ইন্টার্নাল পাইলস খুবই বিপজ্জনক। ইন্টার্নাল পাইলস হলে প্রায়শই রক্তক্ষরণ হতে দেখা যায়। আর রক্তক্ষরণ দীর্ঘস্থায়ী হলে মলদ্বারে ক্যান্সারও হতে পারে। ,একটি সমীক্ষায় দেখা গেছে, প্রায় ৭০ শতাংশ মানুষ পাইলসের সমস্যায় ভুগছেন। এই রোগটি খুবই বিপজ্জনক। ,বিশেষজ্ঞদের মতে, খাদ্যাভ্যাসের পরিবর্তনের মাধ্যমে এই রোগ থেকে মুক্তি পাওয়া যায়। কিছু খাবার রয়েছে, যা খেলে বিপদ বাড়তে পারে। ,আসুন জেনে নিই যেসব খাবার খাবেন না-,১. স্বাস্থ্য বিশেষজ্ঞদের মতে, পাইলসে আক্রান্ত হলে মসলাযুক্ত খাবার খাওয়া উচিত নয়। অতিরিক্ত মসলাযুক্ত খাবার হজম ক্ষমতাকে দুর্বল করে পাইলসের ব্যথাও বাড়ায়।  ,২. পাইলসে ভুগলে কফি ও চা জাতীয় পানীয় খাবেন না। এসব খাবার পাইলসের সমস্যা বাড়ায়। আর সুস্থ থাকতে পান করুন গ্রিন টি। ,৩. বেকারি খাবার অপরিশোধিত ময়দা ও চিনি দিয়ে তৈরি হয়। এগুলো সহজে হজম হয় না। আর পাচনতন্ত্রের জন্য ভালো নয়। কারণ বেকারির খাবারে ফাইবার একেবারেই থাকে না, যা কোষ্ঠকাঠিন্য বাড়ায়।,৪. প্যাকেটজাত ও তেলেভাজা খাবার অনেকের পছন্দ। চিকিৎসকদের মতে, পাইলসের রোগীর ভাজা খাবার উচিত নয়। এসব খাবার হজম ক্ষমতাকে দুর্বল করে এবং পাইলসের সমস্যা বাড়ায়। 
 
৫. বিশেষজ্ঞদের মতে, কোষ্ঠকাঠিন্যে ভুগলে রক্তক্ষরণ হলে মাংস খাওয়া বন্ধ করতে হবে। বিশেষ করে রেডমিট খাবেন না। এ ছাড়া দোকান থেকে কেনা মাংসজাতীয় খাবার এড়িয়ে চলুন।, ,তথ্যসূত্র: বোল্ডস্কাই
 ,"
সংক্রমণ রোধে কুকুর-বিড়ালের মুখেও মাস্ক,"করোনাভাইরাসের সংক্রমণের ভয়ে কুকুর ও বিড়ালের মুখেও মাস্ক পরাচ্ছেন চীনারা। ,এই মাস্ক ‘টানবে শুদ্ধ বাতাস, ছাড়বে বিশুদ্ধ নিঃশ্বাস- যেন মালিকপক্ষ ক্ষতিগ্রস্ত না হন।’ ,পোষা প্রাণীও এ ভাইরাসে সংক্রমিত হতে পারে চীনা বিশেষজ্ঞের এমন সতর্কতার পর মাস্ক কেনার হিড়িক পড়ে গেছে।
 
নিজেদের পাশাপাশি আদরের পোষা প্রাণীর জন্যও মাস্ক কিনছেন নাগরিকরা। মুখোশ পরা প্রিয় প্রাণীর ছবি তুলে তা সামাজিক যোগাযোগমাধ্যমে ছড়িয়ে দিচ্ছেন অনেকেই। ,কুকুরের জন্য তৈরি বিশেষ মাস্ক আগের চেয়ে ১০ গুণ বেশি বিক্রি হচ্ছে। ,বেইজিংভিত্তিক অনলাইন বিক্রেতা ঝউ তিয়ানজিয়াও বলেন, ‘কুকুর ও বিড়ালের জন্য তৈরি মাস্ক বিক্রি বেড়েছে। তিনটির এক প্যাকেটের মূল্য ৫.৪ পাউন্ড।’ ,নাগরিকরা কুকুর-বিড়ালদের ব্যাপারে এতটা সচেতন হলেও বিশ্ব স্বাস্থ্য সংস্থা বলছে ভিন্নকথা।
 
তারা বলছে, কুকুর ও বিড়াল থেকে করোনাভাইরাস ছড়ানোর কোনো প্রমাণ নেই।
 
তবে চীনের জাতীয় স্বাস্থ্য কমিশনের বিশেষজ্ঞ দলের সদস্য প্রফেসর লি ল্যানকুয়ান সতর্ক করেন, প্রাণঘাতী করোনা থেকে বাঁচতে পোষা প্রাণীদেরও অতিরিক্ত যত্ন নিতে হবে। এর পরই মাস্ক কিনতে দোকানে দোকানে ছুটছেন চীনারা।,তথ্যসূত্র: ডেইলি মেইল,"
পোষা কুকুর থেকেও কি করোনা ছড়ায় ,"এবার করোনাভাইরাস মিলেছে পোষা কুকুরের শরীরেও। তাই কুকুর থেকেও দূরত্ব বজায় রাখা ও সাবধান থাকতে হবে। ,জর্জিয়া স্বাস্থ্য বিশ্ববিদ্যালয়ের তরফে সরকারিভাবে জানানো হয়েছে, পোষা কুকুরের শরীর থেকে মালিকের শরীরে এ ভাইরাস ছড়িয়েছে। চিকিৎসা বিজ্ঞানের ভাষায় একে বলা হয়– ‘রিভার্স জুনোসিস’। ,ভাইরোলজিস্ট ডা. সিদ্ধার্থ জোয়ারদার জানিয়েছেন, মানুষের স্বাস্থ্য প্রাণিকুলের ওপরও নির্ভরশীল। তাই পোষা প্রাণীর ওপরও নজর রাখা প্রয়োজন।  ,তিনি বলেন, মানুষের কাছাকাছি থাকা প্রাণীর ওপর নজরদারি সবচেয়ে বেশি প্রয়োজন। ,গবেষণায় দেখা গেছে, বিড়াল, কাঠবিড়ালী, বাঁদুড়, শিয়াল, শূকর, ভাম সার্স-কোভ-২ বহন করতে পারে। এদের পোষক বলা হয়। ,ডা. জোয়ারদার জানিয়েছেন, শিয়াল ও কুকুর থেকে র্যা বিস রোগ হয়। ভেড়া থেকেও কঙ্গো ক্রিমিয়ান হেমারেজিক ফেভারে বহুলোক আক্রান্ত হয়েছিলেন। তাই পোষা প্রাণী রোগ ছড়ালে বিপজ্জনক পর্যায়ে পৌঁছাতে পারে। ,এ ছাড়া অনেক ভাইরাসজনিত রোগও আছে। যেমন রানিখেত রোগ (মুরগি), ফুট অ্যান্ড মাউথ ডিজিস (গরু)।, ,তথ্যসূত্র: সংবাদ প্রতিদিন
 ,"
